318,Burleigh & Wellington,Apsley,87330,NULL,9750,POINT (-78.086427 44.753862)
319,Ottawa St & Haycreek Rd,Whitney,21285,24750,NULL,POINT (-78.238291 45.492535)
320,Overlea & Millwood (East York Twn Ctr),Toronto-Central,57871,9200,6750,POINT (-79.345588 43.706395)
321,Britannia & Queen (Streetsville),Mississauga,77673,2625,23250,POINT (-79.717738 43.582757)
322,Hwy 64 & 535,Noelville,12298,NULL,NULL,POINT (-80.431114 46.139925)
323,Hwy 69 & 644,Pointe Au Baril,58188,NULL,39000,POINT (-80.37376 45.595835)
324,Carling & Kirkwood (Hampton Park),Ottawa,112580,13125,15000,POINT (-75.739381 45.386401)
325,Speedvale & Stevenson,Guelph,652620,37500,83050,POINT (-80.257098 43.567376)
326,Hwy 5 & Hwy 6,Waterdown,193877,94425,95450,POINT (-79.911195 43.316189)
327,Hwy 69 N & Elmview Dr,Hanmer,50138,NULL,15000,POINT (-80.988345 46.651742)
328,Main & Huron St,Watford,168924,7500,NULL,POINT (-81.87851 42.946976)
329,Steeles & Hwy 410 (Orion Gate),Brampton,205843,57375,162500,POINT (-79.71936 43.67786)
330,Bridge & Carlow St,Port Stanley,NULL,NULL,18000,POINT (-81.215073 42.664676)
331,Nelson & Sykes St,Meaford,53922,NULL,2250,POINT (-80.59322 44.607515)
332,Quebec & Railroad St,Nakina,4615,NULL,13500,POINT (-86.709824 50.178307)
333,Bay & King (First Canadian Place),Toronto-Central,NULL,40125,NULL,POINT (-79.382178 43.64857)
334,Winston Churchill & Aquitaine/battleford,Mississauga,434637,57750,157250,POINT (-79.758153 43.581877)
335,Hwy 17 & Oliver Rd,Kakabeka Falls,34080,NULL,NULL,POINT (-89.614587 48.401442)
336,Hwy 518 & Main St,Kearney,NULL,NULL,8750,POINT (-79.223887 45.55561)
337,Thompson St & St. Clair Parkway,Courtright,7095,NULL,NULL,POINT (-82.472965 42.820428)
339,Montreal & St. Andrew,Mitchell,51447,15000,3750,POINT (-81.195866 43.467811)
340,Woodbine & Arlington,Keswick,347902,11250,58900,POINT (-79.450846 44.234093)
341,Spadina Rd & Lonsdale Rd,Toronto-Central,4257,84750,36750,POINT (-79.412897 43.68894)
343,Lansdowne E & Ashburnham,Peterborough,200558,3750,16500,POINT (-78.290023 44.293113)
344,Hwy 24 & Hwy 401,Cambridge,200603,7350,123500,POINT (-80.324554 43.419435)
345,Victoria & Edna,Kitchener,389996,32250,48000,POINT (-80.474245 43.460617)
346,Hwy 7 & Weston,Woodbridge,72387,180000,479150,POINT (-79.548541 43.791022)
347,Victoria St & Parry Sound,Rosseau,58179,NULL,NULL,POINT (-79.640161 45.257571)
348,Talbot St (Main) & Hwy 3,Blenheim,58652,NULL,NULL,POINT (-81.998426 42.333479)
349,Hwy 34 & Mill St,Vankleek Hill,34056,24000,3750,POINT (-74.652612 45.518108)
350,Furnival Rd & Queen St,Rodney,NULL,NULL,15750,POINT (-81.683625 42.568782)
351,North Augusta & Parkdale,Brockville,267449,66750,123750,POINT (-75.688395 44.611199)
352,Hwy 15 & Perth St,Elgin,39259,NULL,NULL,POINT (-76.228193 44.611684)
353,Main St & Ramona Ave,Markham,132141,3000,7500,POINT (-79.261589 43.883252)
354,Hwy 7 & 8,New Hamburg,37367,7500,NULL,POINT (-80.712122 43.386688)
355,Bayview & Sheppard (Bayview Village),Toronto-North York,276792,184150,166800,POINT (-79.384523 43.769818)
358,Chemong & Milroy (Portage Place),Peterborough,264394,70500,76500,POINT (-78.33922 44.33057)
359,Great Northern & Second Line,Sault Ste. Marie,370639,66750,71750,POINT (-84.318696 46.544079)
360,Wilson & Dufferin,Toronto-North York,296390,138000,227550,POINT (-79.454742 43.732711)
361,Rymal & Upper Centennial Pkwy,Stoney Creek,187451,5000,70100,POINT (-79.777475 43.174595)
362,Albion & Kipling (Albion Mall),Toronto-Etobicoke,110697,75375,59300,POINT (-79.58492 43.741296)
363,Lakeshore & Marshall Park,North Bay,122281,NULL,15750,POINT (-79.443499 46.272552)
364,Trent St & Mill St,Frankford,NULL,21750,28500,POINT (-77.596785 44.201521)
366,Martingrove & The Westway,Toronto-Etobicoke,211446,7500,58500,POINT (-79.564741 43.683343)
367,Howard & E.c. Row Expwy (Roundhouse Ctr),Windsor,335695,31500,291150,POINT (-83.005792 42.27416)
368,Bank & Findlay Creek,Ottawa,48966,5625,14250,POINT (-75.595315 45.318941)
369,Queen & Arthur,Harriston,132970,14250,7500,POINT (-80.870413 43.914176)
370,Malden Rd & Elmdale Ave,Lasalle,289280,36750,95750,POINT (-83.060377 42.249309)
371,Southdown & Royal Windsor (Clarkson),Mississauga,188505,14625,165150,POINT (-79.632494 43.508082)
372,Hwy 3 & Kent Rd,Wheatley,88029,NULL,NULL,POINT (-82.453234 42.096998)
373,Lynden & Wayne Gretzky Pkwy,Brantford,212146,25125,61000,POINT (-80.24027 43.172631)
374,Hwy 81 & 7,Parkhill,101722,7500,NULL,POINT (-81.683157 43.165007)
375,Old Hwy 17 & Hwy 17,Plantagenet,96965,7500,NULL,POINT (-74.991629 45.539799)
377,Hwy 7 & Hwy 38,Sharbot Lake,22704,5250,NULL,POINT (-76.682527 44.797058)
378,Gibb & Stevenson (Oshawa Centre),Oshawa,343220,55125,87250,POINT (-78.875836 43.887284)
380,Hwy 2 & Church St,Colborne,76680,6750,NULL,POINT (-77.889212 44.005647)
381,Fairway & Manitou,Kitchener,105952,4650,55500,POINT (-80.451545 43.4192)
382,Cedar & St Andrew (Westgate Centre),Cambridge,53223,6000,23250,POINT (-80.329675 43.352685)
383,Dufferin & Major Mackenzie,Vaughan,76869,101625,122050,POINT (-79.488204 43.860582)
384,Metcalfe & Isabella,Ottawa,723916,17250,24000,POINT (-75.685463 45.410699)
385,Mavis & Britannia (Heartland Town Ctr),Mississauga,229643,84000,280700,POINT (-79.688563 43.61306)
386,Hwy 47 & Brock Rd N,Uxbridge,184266,60000,11950,POINT (-79.134989 44.086926)
387,Hwy 11 N & Hwy 17 W,North Bay,72378,69000,67500,POINT (-79.467049 46.330624)
388,Robertson & Stafford (Bells Corners),Ottawa-Nepean,317904,23625,81500,POINT (-75.816707 45.33018)
389,Queen Mary & Bath,Kingston,244305,18000,12000,POINT (-76.542817 44.239286)
390,Mccowan & Hwy 7,Markham,177022,74275,212800,POINT (-79.281836 43.874134)
391,Yonge St & Green Lane,East Gwillimbury,430991,77250,146450,POINT (-79.482134 44.074053)
392,Vansickle & Fourth,St. Catharines,119196,7700,46600,POINT (-79.269515 43.151753)
393,Richmond & Fanshawe Pk (Masonville),London,447319,23625,209750,POINT (-81.27371 43.027196)
394,Carling & Woodroffe (Fairlawn Plaza),Ottawa,368489,30750,74850,POINT (-75.769941 45.370018)
395,Rr 55 & Rr 1,Lively,206228,NULL,8750,POINT (-81.14336 46.422817)
397,Major Mackenzie & Weston,Vaughan,191812,88500,140200,POINT (-79.555689 43.844922)
398,Burnhamthorpe & Hwy 427,Toronto-Etobicoke,75216,116250,306350,POINT (-79.576202 43.642134)
399,Hwy 117 & 35,Dorset,89436,NULL,NULL,POINT (-78.893521 45.246182)
400,St. Laurent & Smyth (Elmvale),Ottawa,39732,6000,NULL,POINT (-75.62477 45.399256)
401,Portage Rd & Colborne E,Niagara Falls,362344,84200,107900,POINT (-79.098626 43.118836)
402,Dundas St E & Herchimer St,Belleville,196798,NULL,NULL,POINT (-77.35656 44.167307)
403,Hwy 118 & Medora St,Port Carling,29326,265500,56100,POINT (-79.579046 45.120953)
404,Main St & Mostar St,Stouffville,161062,100500,93650,POINT (-79.264833 43.968117)
405,St. Agnes & Notre Dame,Azilda,NULL,NULL,7000,POINT (-81.118177 46.551696)
406,Simcoe Rd 10 & Commerce Rd,Angus,83968,24000,25500,POINT (-79.890455 44.329193)
407,Regent St & Long Lake Rd,Sudbury,463540,110100,129100,POINT (-81.004646 46.441463)
408,Jane & Finch (York Gate Mall),Toronto-North York,24123,NULL,53450,POINT (-79.519274 43.758887)
409,Hwy 637 & Channel St,Killarney,NULL,7500,6750,POINT (-81.511596 45.970298)
411,Yonge & Wellesley,Toronto-Central,129327,58875,125250,POINT (-79.384245 43.664461)
412,Hunt Club & Merivale (Nepean Crossroads),Ottawa-Nepean,206884,129800,108200,POINT (-75.727821 45.334306)
413,Hwy 19 & County Rd 42,Port Burwell,34812,7500,NULL,POINT (-80.806491 42.646291)
414,Hwy 14 & Victoria,Stirling,72417,6750,6750,POINT (-77.549103 44.299473)
415,Royal York & Dundas (Humbertown),Toronto-Etobicoke,280360,163500,65950,POINT (-79.518033 43.661292)
416,Dixie & Hwy 7 (Bramalea City Centre),Brampton-Bramalea,194458,46875,239000,POINT (-79.723509 43.712149)
417,King N & Northfield,Waterloo,288238,126000,163250,POINT (-80.533908 43.501119)
418,Main & Millwood,Erin,51084,NULL,NULL,POINT (-80.061036 43.76842)
419,Hwy 10 19 & 24,Shelburne,53449,NULL,NULL,POINT (-80.190564 44.081322)
420,Bloor & Runnymede (Bloor W Village),Toronto-Central,145965,57750,29750,POINT (-79.474313 43.651766)
421,Hwy 17 & 561,Bruce Mines,8520,NULL,NULL,POINT (-83.788274 46.301174)
423,Hwy 3 & King St,Lansdowne,18920,NULL,NULL,POINT (-76.018404 44.400403)
424,Main & Bay St,Moosonee,17028,NULL,NULL,POINT (-80.646483 51.274234)
425,Bloor & Tomken Rd,Mississauga,49533,3375,83800,POINT (-79.601499 43.611589)
426,Queensway & Islington,Toronto-Etobicoke,109561,7500,98750,POINT (-79.518123 43.623237)
427,St. Clair & Pioneer Line,Chatham,356907,28500,141750,POINT (-82.219818 42.431646)
428,Morningside & 401,Toronto-Scarborough,39732,6750,135000,POINT (-79.204709 43.796802)
429,King St & Park St,Burford,125658,NULL,NULL,POINT (-80.427241 43.103005)
430,King St & Indian Line,Hagersville,24133,15000,18750,POINT (-80.050147 42.963407)
431,Woodroffe & Baseline (College Square),Ottawa-Nepean,123481,64500,86150,POINT (-75.758589 45.35115)
432,Taunton & Brock,Whitby,216404,103125,140700,POINT (-78.960232 43.915717)
433,Hwy 508 & Mill St,Calabogie,2838,NULL,NULL,POINT (-76.731283 45.294299)
434,Whites & Kingston (Hwy 2),Pickering,245258,26250,116250,POINT (-79.113145 43.818841)
435,Hwy 2 & Moulinette Rd,Long Sault,93181,3750,10500,POINT (-74.894879 45.029104)
436,Derry Rd & Goreway Dr,Mississauga,110209,NULL,48850,POINT (-79.636611 43.719396)
437,3rd Line & Rebecca (Hopedale Mall),Oakville,217218,12375,44250,POINT (-79.706257 43.411219)
438,Wonderland & Southdale (Power Centre),London,281121,82050,22250,POINT (-81.280232 42.937682)
439,Colborne St & Campbell St,Portland,22231,8250,NULL,POINT (-76.188894 44.698698)
440,Inglis St & Willoughby St,Lucknow,80931,15000,NULL,POINT (-81.515823 43.959391)
441,Hwy 417 & St. Albert St,Casselman,33110,23250,15000,POINT (-75.082647 45.308057)
442,Truelove St - At A Dead End,Cobden,96998,1875,NULL,POINT (-76.886549 45.627543)
443,Blair & Ogilvie,Ottawa-Gloucester,178770,175125,108250,POINT (-75.608824 45.433671)
444,Kennedy & Sheppard (Agincourt Mall),Toronto-Scarborough,118610,15750,42750,POINT (-79.289742 43.784748)
445,Dundas & Trafalgar (Oak Park),Oakville,342509,191625,259150,POINT (-79.719921 43.485081)
446,Hwy 8 & Ontario St,Beamsville,121335,15000,15750,POINT (-79.47595 43.166706)
447,Hwy 648 & Esson Rd,Wilberforce,68160,NULL,NULL,POINT (-78.225147 45.036621)
448,Hwy 69 & Muskoka Rd 5,Honey Harbour,36894,NULL,NULL,POINT (-79.822416 44.868637)
449,Main & Prince Edward Dr,Wellington,96965,6750,18000,POINT (-77.365314 43.949099)
450,County Rd 9 & Hwy 10,Dundalk,8514,NULL,NULL,POINT (-80.379855 44.178136)
452,Avenue & Lawrence,Toronto-North York,177342,205550,222100,POINT (-79.419446 43.730987)
453,Leslie & Davis,Newmarket,381209,54750,60100,POINT (-79.430294 44.062447)
454,Iving & Goderich St,Port Elgin,293995,12000,62500,POINT (-81.397592 44.426714)
455,Carp Rd & Hwy 17,Carp,49682,3000,22500,POINT (-76.03782 45.344742)
456,Mountainview Rd & Argyll Rd,Georgetown,177390,10125,20250,POINT (-79.877025 43.631164)
457,Yonge & Eglinton (Yonge Eglinton Ctr),Toronto-Central,202288,48225,14400,POINT (-79.400041 43.707278)
458,Hurontario & Dundas (Hwys 10 & 5),Mississauga,57510,5250,115750,POINT (-79.621378 43.58273)
459,Exmouth & Lambton Mall Rd,Sarnia,165521,31350,47750,POINT (-82.346646 42.986497)
460,Hwy 42 & Main St,Delta,NULL,18750,NULL,POINT (-76.120935 44.612085)
461,Metcalfe & Mill St,Elora,122980,10600,6750,POINT (-80.428891 43.680019)
462,Hwy 20 & Industrial Park Rd,Smithville,49880,14250,NULL,POINT (-79.537957 43.09534)
463,Hwy 11 & King St,Mattice,13723,NULL,7500,POINT (-83.259752 49.611265)
464,Manitoba & Winnipeg St,Schreiber,51471,NULL,NULL,POINT (-87.264104 48.807961)
465,Harmony & Taunton (Harmony Shopping Ctr),Oshawa,236908,63375,47250,POINT (-78.844016 43.942808)
466,Philipe St & Hwy 17,Alfred,103114,15000,7500,POINT (-74.889832 45.556377)
467,Lakeshore Rd & Geneva St,St. Catharines,110007,21750,23250,POINT (-79.243746 43.204704)
468,Ward St & Causeway,Bridgenorth,51084,NULL,NULL,POINT (-78.383232 44.381869)
469,Hwy 169 & Hwy 11,Washago,264792,6750,22800,POINT (-79.336768 44.753422)
470,Worthington & Bovaird,Brampton,141427,3000,133200,POINT (-79.816331 43.683127)
471,Hwy 48 & Kirkfield Rd (County Rd 6),Kirkfield,91310,NULL,NULL,POINT (-78.982705 44.561861)
472,Main & Church St,Warkworth,56314,NULL,6750,POINT (-77.886495 44.201904)
473,Hwy 17 N,Goulais River,51120,NULL,6750,POINT (-84.349209 46.733879)
474,Baybridge Rd & Hwy 28,Rossmore,99592,6750,NULL,POINT (-77.38266 44.137691)
475,George St & Mill St,Sydenham,35948,17250,NULL,POINT (-76.597204 44.410098)
476,Hwy 41 & 28,Denbigh,8514,7500,NULL,POINT (-77.266844 45.128207)
477,Hwy 27 & Sheardown Rd,Nobleton,228010,48000,45950,POINT (-79.652153 43.908167)
478,Hwy 62 & 127 N,Maynooth,58203,NULL,NULL,POINT (-77.936555 45.231182)
479,George & Clarence St,Lanark,61987,NULL,NULL,POINT (-76.365142 45.018344)
481,Fairview & Maple (Maple Mews),Burlington,270679,37875,98100,POINT (-79.818948 43.330691)
482,Hwy 400 & Port Severn Rd,Port Severn,26015,NULL,NULL,POINT (-79.716765 44.804643)
483,Front & Bay (Royal Bank Plaza),Toronto-Central,53922,44250,17850,POINT (-79.380152 43.646527)
484,Korah Rd & Second Line,Sault Ste. Marie,182352,NULL,14250,POINT (-84.365473 46.536837)
485,Coxwell Ave & O'connor,Toronto-Central,384324,106175,125900,POINT (-79.328859 43.696878)
486,Cornwall & Trafalgar,Oakville,403473,499500,106850,POINT (-79.678496 43.457771)
487,Hwy 17 & James St,Iron Bridge,76626,NULL,NULL,POINT (-83.214167 46.277089)
488,Hwy 535 & King St,St. Charles,176998,NULL,NULL,POINT (-80.415143 46.362694)
489,King & Church,Newcastle,249883,6750,60750,POINT (-78.58988 43.916342)
490,Tecumseh & Lauzon,Windsor,315973,29250,252750,POINT (-82.938778 42.315283)
491,Ira Needles & Highland,Kitchener,217937,31450,99750,POINT (-80.554074 43.425411)
492,Landsdown & Main St,Callander,96052,NULL,23250,POINT (-79.365258 46.222824)
494,Dundas & Winston Churchill (Woodchester),Mississauga,251367,12000,139550,POINT (-79.674557 43.527915)
495,Scottsdale & Stone Rd W,Guelph,250169,3375,27000,POINT (-80.239432 43.514116)
496,Perth St & Eagleson Rd,Richmond,105771,NULL,1500,POINT (-75.842545 45.193561)
497,Guelph Line & Upper Middle Rd,Burlington,259717,38675,62050,POINT (-79.821629 43.367035)
499,Strandherd & Greenbank (Barrhaven),Ottawa-Nepean,371097,124375,213100,POINT (-75.741798 45.268906)
500,Bank & Holmwood (Lansdowne Pk),Ottawa,459015,31125,119350,POINT (-75.685693 45.399647)
501,Dawson & Hwy 11/17 (Landmark Inn),Thunder Bay,199696,58125,60400,POINT (-89.251311 48.452022)
502,Hwys 2 & 4 (Lambeth),London,127786,NULL,33000,POINT (-81.297515 42.90956)
503,Main & Buckshot St,Plevna,23783,NULL,NULL,POINT (-76.985263 44.960931)
504,Hwy 7 & 45,Norwood,139101,7500,NULL,POINT (-77.981275 44.381446)
505,Hwy 10 & Eglinton,Mississauga,181801,54000,122600,POINT (-79.653093 43.608283)
506,10th Ave & 10th St,Earlton,40825,NULL,NULL,POINT (-79.82462 47.710781)
507,Regional Rd 86 (Falconbridge Hwy),Garson,19866,NULL,NULL,POINT (-80.876551 46.548996)
509,Hwy 20 & Rice Rd,Fonthill,202218,31500,13500,POINT (-79.278253 43.047778)
510,Hwy 59,Langton,197735,15000,31250,POINT (-80.58003 42.745567)
511,Front & Spadina,Toronto-Central,322793,13500,535400,POINT (-79.394611 43.645332)
512,Yonge & Bloor (Hudson Bay Centre),Toronto-Central,32411,3375,6000,POINT (-79.385919 43.67083)
513,Hwy 26 & Airport Rd,Stayner,36894,NULL,8250,POINT (-80.094378 44.41544)
514,Hwy 520 & Spark St,Magnetawan,21300,NULL,NULL,POINT (-79.642827 45.664873)
515,Bank & Riverside (Billingsbridge),Ottawa,40988,NULL,6750,POINT (-75.67599 45.386187)
516,Brunel Rd & Regional Rd 117,Baysville,54395,NULL,NULL,POINT (-79.119253 45.148186)
517,Manitou Cres & Sherwood Ave,Amherstview,NULL,7500,1500,POINT (-76.644927 44.219366)
519,Hwy 17 E & Church St,Echo Bay,85200,NULL,NULL,POINT (-84.071099 46.48566)
520,Hwy 15 & 32,Seeley's Bay,12352,NULL,NULL,POINT (-76.238092 44.474011)
521,Rideau Valley Dr & County R,Ottawa-Manotick,32646,16500,10500,POINT (-75.682882 45.223493)
522,Geneva & Scott (Fairview Mall),St. Catharines,277080,125550,131050,POINT (-79.242217 43.178879)
523,Bathurst & Centre (The Promenade),Thornhill,128073,124700,216150,POINT (-79.450057 43.808412)
524,Hwy 17 & 535,Hagar,52509,NULL,NULL,POINT (-80.415887 46.454616)
526,Bank & Mcleod,Ottawa,156563,3750,60000,POINT (-75.693019 45.411435)
527,Hamilton Rd & Oakwood Dr,Dorchester,46833,NULL,15750,POINT (-81.048852 42.985145)
528,Bay & Bloor (Manulife Centre),Toronto-Central,236923,186750,138000,POINT (-79.388134 43.669186)
529,Hwy 9 & Tottenham Rd,Tottenham,225868,NULL,39200,POINT (-79.803837 44.019869)
530,William St & Hope St,Tavistock,172607,15000,12000,POINT (-80.83923 43.320393)
532,Front St & Jarvis St,Toronto-Central,282912,172875,79750,POINT (-79.372204 43.648832)
533,Lawrence & Pt Union Rd,Toronto-Scarborough,90278,3750,19500,POINT (-79.138816 43.779723)
534,Dundas & Bloor (Roncesvalles),Toronto-Central,210371,170250,93550,POINT (-79.450751 43.655339)
536,Major Mackenzie & Jane,Maple,243524,71250,192750,POINT (-79.534514 43.849132)
537,Arthur St W & Elma St N,Thornbury,334237,9750,24000,POINT (-80.456422 44.56323)
538,Rideau & Colonel By Dr (Rideau Centre),Ottawa,40688,3000,NULL,POINT (-75.691346 45.425672)
539,Tecumseh & Huron Line (Ambassador Plaza),Windsor,296000,10500,70000,POINT (-83.057322 42.287819)
540,Cumberland St & Ninth St W,Cornwall,181159,29250,65750,POINT (-74.74604 45.02481)
541,Country Rd 16 & Turnberry St,Brussels,63900,20250,NULL,POINT (-81.250594 43.742657)
542,Dundas & Mavis,Mississauga,92851,54375,150250,POINT (-79.631294 43.568007)
544,Ottawa & River (Stanley Park Plaza),Kitchener,204204,25100,71300,POINT (-80.44389 43.449534)
545,Centennial & Queenston (Eastgate Sq),Stoney Creek,352135,22500,159850,POINT (-79.763353 43.231879)
546,Don Mills & Sheppard (Fairview Mall),Toronto-North York,66451,49975,54750,POINT (-79.344984 43.778596)
547,Nepean St & Elgin St,Ottawa,45538,66750,27000,POINT (-75.692859 45.419751)
548,Caesar Rd & Main St (Hwy 74),Belmont,NULL,14250,12000,POINT (-81.084692 42.882252)
549,Highland & Westmount (Highland Rd Plaza),Kitchener,355203,26625,72750,POINT (-80.510003 43.439161)
550,Mill Rd & Hwy 21,Bayfield,147889,NULL,NULL,POINT (-81.691447 43.555135)
551,Walkers Line & Dundas St,Burlington,318357,103875,96750,POINT (-79.823983 43.392909)
552,Hwy 64 & 575,Val Caron,24366,NULL,8750,POINT (-81.00666 46.612928)
553,Queensway & 427 (Near Sherway),Toronto-Etobicoke,221976,127875,143250,POINT (-79.557711 43.614667)
554,Yonge St & Stouffville Rd,Richmond Hill,193088,91125,243700,POINT (-79.451574 43.9271)
555,Airport & Bovaird,Brampton,179282,9825,142050,POINT (-79.721233 43.761869)
556,Terry Fox & Campeau,Ottawa-Kanata,332885,142125,88500,POINT (-75.921198 45.310769)
557,Hwy 35 & 60,Dwight,74300,NULL,NULL,POINT (-78.994228 45.322098)
558,Florence & Main St W,Norwich,87978,15000,NULL,POINT (-80.605137 42.986185)
559,King George Rd & Powerline Rd,Brantford,165568,5625,NULL,POINT (-80.281067 43.183198)
560,John & Albert St,Victoria Harbour,15609,NULL,NULL,POINT (-79.776052 44.750948)
561,Kings Hwy 36 & 507,Buckhorn,51120,NULL,15750,POINT (-78.34912 44.556885)
562,Hwy 12 & Cameron St E,Cannington,41636,NULL,8250,POINT (-79.03771 44.350178)
563,Rossland & Wilson,Oshawa,77819,2250,8250,POINT (-78.849389 43.919396)
564,Victoria Park & Finch,Toronto-Scarborough,217596,20625,45750,POINT (-79.329518 43.794196)
566,Fairview & Walkers Line(Woodview Place),Burlington,214530,15750,55300,POINT (-79.785752 43.355415)
567,Hwy 2 & 21,Thamesville,64349,7500,NULL,POINT (-81.983511 42.554901)
568,Yonge & Dundas (Atrium On Bay),Toronto-Central,149880,65625,79500,POINT (-79.38154 43.656375)
569,Hazeldean & Main,Stittsville,255644,85500,15600,POINT (-75.931569 45.272075)
570,Water & Mill St,Warsaw,183138,3750,NULL,POINT (-78.137576 44.430744)
571,King & Bay (Jackson Sq),Hamilton,192758,18000,39000,POINT (-79.869252 43.257188)
573,Appleby & Upper Middle Rd (Millcroft),Burlington,372672,12000,124950,POINT (-79.791656 43.393276)
575,Wellington & Bradley,London,343671,65950,178500,POINT (-81.224335 42.934883)
576,Hwy 17 & 2nd Ave,Coniston,78518,12750,8750,POINT (-80.846237 46.494454)
578,Main St & Hwy 31,Winchester,15136,NULL,14250,POINT (-75.361153 45.090752)
579,Hwy 12b & 11,Orillia,481106,102000,67250,POINT (-79.439299 44.609442)
580,Hwy 7 & Birchmount/village Pkwy,Markham,155978,96375,90300,POINT (-79.322762 43.856606)
581,Hwy 12 & Gladstone Ave,Brechin,188757,1500,NULL,POINT (-79.175247 44.544743)
582,Main & Sauble Falls Pkwy,Sauble Beach,40678,NULL,NULL,POINT (-81.263301 44.630174)
583,Hwy 9 & 25,Grand Valley,57733,12000,NULL,POINT (-80.31515 43.898319)
584,Mccowan & Finch (Woodside Square),Toronto-Scarborough,50138,3750,57750,POINT (-79.270122 43.808387)
585,Markham Rd & Bur Oak,Markham,172131,88500,49000,POINT (-79.26682 43.902147)
586,Ferry & Stanley,Niagara Falls,269001,23875,104050,POINT (-79.083271 43.089732)
587,Thickson & Dundas,Whitby,428571,66375,84000,POINT (-78.912676 43.884553)
588,Hwy 17 W & Cote St,Verner,63900,14250,NULL,POINT (-80.128866 46.413394)
589,Orleans & Jeanne D'arc (Convent Glen),Ottawa-Orleans,17028,NULL,19500,POINT (-75.537158 45.479757)
590,Hwy 7 & Woodbine,Markham,323421,94875,859250,POINT (-79.356244 43.849736)
591,Se Corner Oil Heritage & Lambton County,Reeces Corners,6622,NULL,NULL,POINT (-82.120257 42.978911)
593,Commissioners W & Boler (Byron),London,75991,7400,31500,POINT (-81.330953 42.958102)
594,Rice Lake Dr & Lake St,Bewdley,38801,NULL,NULL,POINT (-78.321134 44.089264)
595,Hwy 124 & Hwy 520,Dunchurch,65274,NULL,750,POINT (-79.853979 45.645036)
596,Hwy 48 & Pefferlaw Rd,Pefferlaw,122980,6750,7500,POINT (-79.204572 44.314384)
597,Beachburg Rd & Lapasse Rd,Beachburg,14190,NULL,NULL,POINT (-76.863643 45.736012)
598,St. Laurent & Queensway,Ottawa,62935,9000,6750,POINT (-75.638495 45.42299)
599,Church St & Airport Rd,Caledon,72616,3250,9500,POINT (-79.867195 43.869953)
601,Mavis & Steeles,Brampton,53449,4125,123850,POINT (-79.755194 43.645438)
602,Arthur St W & Neebing W,Thunder Bay,352067,50625,57500,POINT (-89.306642 48.381438)
604,Hwy 69 & 64,Alban,34080,NULL,NULL,POINT (-80.63249 46.104286)
605,Innisfil Beach Rd & 20th Sr,Innisfil,174110,63375,89350,POINT (-79.574288 44.30848)
607,Hwy 503 & 507,Gooderham,34074,NULL,NULL,POINT (-78.380441 44.906736)
609,Elgin St W & Rogers Rd,Cobourg,271838,119150,33000,POINT (-78.20209 43.970393)
610,Industrial Rd & Clinton St,Teeswater,96079,16700,NULL,POINT (-81.285127 43.993415)
611,John & Manvers E,Pontypool,8514,15000,NULL,POINT (-78.628631 44.100444)
612,Hwy 27 & 9,Schomberg,57706,50,700,POINT (-79.677855 44.003665)
613,Hwy 124 & Paget St,Sundridge,26488,NULL,32250,POINT (-79.393853 45.770328)
614,Carlton & Church,Toronto-Central,238601,88125,64500,POINT (-79.380276 43.662111)
615,County Rd 3 & 10,Paisley,80931,7500,NULL,POINT (-81.273244 44.307375)
616,Ft William & Main (Thunder Centre),Thunder Bay,151506,38600,24000,POINT (-89.23929 48.401843)
617,Ottawa & Homer Watson (Alpine Centre),Kitchener,335434,75750,55250,POINT (-80.482954 43.424257)
618,Steeles & Dufferin,Toronto-North York,77120,51375,115950,POINT (-79.47892 43.78384)
619,Erin Mills & Eglinton,Mississauga,386874,117750,181550,POINT (-79.711446 43.555323)
621,Provincial Hwy 9 & Absalom St,Mildmay,145184,20250,3750,POINT (-81.110673 44.039001)
622,Hwy 4 & 84,Hensall,80437,7500,NULL,POINT (-81.500444 43.44058)
623,Yonge & Hwy 7,Richmond Hill,272714,101700,191550,POINT (-79.429852 43.842391)
624,Innes & Tenth Line,Ottawa-Orleans,593059,406500,196650,POINT (-75.496516 45.456012)
626,Conc 16 & County Rd 26,Lafontaine,12780,NULL,NULL,POINT (-80.052909 44.758582)
627,Dixie & Dundas St E,Mississauga,75265,8625,65550,POINT (-79.579492 43.611843)
629,Major Mackenzie & Leslie,Richmond Hill,118024,89250,95150,POINT (-79.392598 43.880632)
630,Bayview & St John,Aurora,188876,108425,191450,POINT (-79.449008 44.020378)
631,Main St & Thompson Rd,Milton,30278,63000,95900,POINT (-79.867861 43.526687)
632,Hwy 27 & Innovation Dr,Woodbridge,206562,142500,278000,POINT (-79.625249 43.784507)
633,Lakeshore Blvd W & Browns Line,Toronto-Etobicoke,355442,67500,149500,POINT (-79.539334 43.594075)
634,Clair & Gordon,Guelph,165823,18375,15000,POINT (-80.187842 43.501666)
635,Bathurst & Rutherford,Maple,191574,45000,94400,POINT (-79.459419 43.848648)
636,Eglinton & Avenue Rd,Toronto-Central,19866,3000,27800,POINT (-79.409342 43.704246)
637,Steeles & Laureleaf,Toronto-North York,145969,5250,27000,POINT (-79.384177 43.805439)
638,March & Maxwell Bridge,Ottawa-Kanata,377655,21000,127600,POINT (-75.935924 45.358284)
639,College & Bathurst,Toronto-Central,48554,51000,104900,POINT (-79.411828 43.655404)
640,Winston Churchill & 401,Mississauga,18410,49500,57250,POINT (-79.78608 43.597307)
